fold,n,acc_h1,sh_h1,dd_h1,acc_h5,sh_h5,dd_h5,acc_h20,sh_h20,dd_h20
1,17508,0.5494059858350469,1.576305668718234,0.03458914498998655,0.5471784327164725,1.5045815859806373,0.03277439930633938,0.5351267991775188,1.1180037039280772,0.03754119409639091
2,26319,0.546753296097876,1.4909032864707692,0.03545039006140256,0.5446255556822067,1.4224944222796831,0.03353192398408136,0.5322770621984118,1.0269068702483484,0.03566160340337832
3,123645,0.5553884103683934,1.7694177332299506,0.029763099620086296,0.5529378462533867,1.6902246351936268,0.03452832216248395,0.5389138258724574,1.239234480621111,0.047191191541948965
