phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20,gap
1,1,0.24806515036559687,0.24521765112876892,0.6393442749977112,0.6229507923126221,0.6721311211585999,
1,2,0.24816411188462886,0.24519528448581696,0.6393442749977112,0.6065573692321777,0.6721311211585999,
1,3,0.24799321664542687,0.24525022506713867,0.6229507923126221,0.6065573692321777,0.688524603843689,
1,4,0.24805886389278783,0.2452017068862915,0.6393442749977112,0.6229507923126221,0.688524603843689,
1,5,0.24798999690428014,0.24515925347805023,0.6393442749977112,0.6229507923126221,0.688524603843689,
1,6,0.247874544161122,0.2451997697353363,0.6393442749977112,0.6229507923126221,0.688524603843689,
1,7,0.24784256009066977,0.24520735442638397,0.6393442749977112,0.6229507923126221,0.7049180269241333,
1,8,0.24798279201112142,0.24523769319057465,0.6393442749977112,0.6229507923126221,0.7049180269241333,
1,9,0.24785398528343294,0.2452782243490219,0.6229507923126221,0.6229507923126221,0.7049180269241333,
1,10,0.2478763421134251,0.2452559620141983,0.6393442749977112,0.6229507923126221,0.7049180269241333,
1,11,0.24793315442596994,0.24527792632579803,0.6393442749977112,0.6229507923126221,0.7049180269241333,
3,1,0.24816887153357994,0.2452884018421173,0.6393442749977112,0.6065573692321777,0.6721311211585999,0.0028804696914626338
3,2,0.24805880610535785,0.24514555931091309,0.6229507923126221,0.6065573692321777,0.688524603843689,0.002913246794444768
3,3,0.24789693660852385,0.2450476437807083,0.6229507923126221,0.6229507923126221,0.688524603843689,0.0028492928278155416
3,4,0.24794149071705052,0.2450728714466095,0.6229507923126221,0.6229507923126221,0.688524603843689,0.0028686192704410196
3,5,0.24786345587997902,0.245060533285141,0.6229507923126221,0.6229507923126221,0.7049180269241333,0.0028029225948380254
3,6,0.2479431705503929,0.245081827044487,0.6229507923126221,0.6229507923126221,0.7049180269241333,0.002861343505905889
3,7,0.2478470166281956,0.24514886736869812,0.6229507923126221,0.6229507923126221,0.7049180269241333,0.00269814925949749
3,8,0.2478193215480665,0.24512316286563873,0.6229507923126221,0.6229507923126221,0.7049180269241333,0.0026961586824277572
3,9,0.24796705529457186,0.2451549917459488,0.6229507923126221,0.6229507923126221,0.7049180269241333,0.002812063548623067
3,10,0.2477561322654166,0.24520142376422882,0.6229507923126221,0.6229507923126221,0.7049180269241333,0.0025547085011877746
