phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20
1,1,0.24463744958241782,0.2510702808698018,0.5364583333333334,0.482916663090388,0.4243749976158142
1,2,0.24523796141147614,0.25104182958602905,0.5364583333333334,0.482916663090388,0.4243749976158142
1,3,0.24474974970022836,0.25101105868816376,0.5364583333333334,0.47770832975705463,0.4347916642824809
1,4,0.24478641152381897,0.2509836753209432,0.53125,0.4724999964237213,0.4414583345254262
1,5,0.24588340520858765,0.2509615172942479,0.5364583333333334,0.4724999964237213,0.4466666678587596
1,6,0.24534423649311066,0.25094033777713776,0.5364583333333334,0.47770832975705463,0.45104166865348816
1,7,0.24557236830393472,0.25092049936453503,0.5364583333333334,0.482916663090388,0.4643749992052714
1,8,0.24521480997403464,0.2509005864461263,0.53125,0.482916663090388,0.47104166944821674
1,9,0.24505476156870523,0.2508825163046519,0.5193749964237213,0.482916663090388,0.4791666666666667
1,10,0.24492838978767395,0.2508676002422969,0.50750000278155,0.47770832975705463,0.4791666666666667
1,11,0.24531621237595877,0.25085433820883435,0.5022916694482168,0.47770832975705463,0.4791666666666667
1,12,0.24558484554290771,0.2508404105901718,0.4970833361148834,0.482916663090388,0.484375
1,13,0.24465685586134592,0.25082627435525257,0.5037499964237213,0.482916663090388,0.484375
1,14,0.2446144074201584,0.2508152425289154,0.498541663090388,0.482916663090388,0.5066666603088379
1,15,0.2453581988811493,0.25080638627211255,0.5037499964237213,0.4881249964237213,0.5066666603088379
1,16,0.24418568114439645,0.2507995118697484,0.498541663090388,0.4881249964237213,0.5066666603088379
1,17,0.24434968332449594,0.25079427659511566,0.5052083333333334,0.4881249964237213,0.5066666603088379
1,18,0.24470871686935425,0.2507903178532918,0.5052083333333334,0.49333332975705463,0.5066666603088379
1,19,0.2432758907477061,0.2507861703634262,0.5052083333333334,0.49333332975705463,0.5066666603088379
1,20,0.2448678861061732,0.2507839500904083,0.5052083333333334,0.49333332975705463,0.5066666603088379
1,21,0.24297639727592468,0.2507814367612203,0.5118749936421713,0.498541663090388,0.5066666603088379
