phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20
1,1,0.24486965735753377,0.24811074137687683,0.537427327462605,0.506177327462605,0.48723006674221586
1,2,0.24482801887724134,0.24797289499214717,0.5351951846054622,0.4994808988911765,0.49942898750305176
1,3,0.24468816088305578,0.2479572253567832,0.537427327462605,0.4994808988911765,0.4938745839255197
1,4,0.2446739501423306,0.24796458653041295,0.537427327462605,0.5017130417483193,0.49942898750305176
1,5,0.24440275099542405,0.24790960337434495,0.5396594703197479,0.49169435245650156,0.5038932732173375
1,6,0.2444693707757526,0.24791959353855678,0.537427327462605,0.5017130417483193,0.5050352982112339
1,7,0.24449689421388837,0.247917326433318,0.5396594703197479,0.49169435245650156,0.5061254160744804
1,8,0.24444692995813158,0.247945031949452,0.5396594703197479,0.49169435245650156,0.5083575589316232
1,9,0.24436691204706829,0.24791730301720755,0.5363372095993587,0.4950166131768908,0.5105897017887661
1,10,0.24441590938303207,0.24793300671236856,0.5363372095993587,0.5017130417483193,0.5083575589316232
1,11,0.24438391692108577,0.24792088993958064,0.5363372095993587,0.4972487560340336,0.5105897017887661
1,12,0.2444680197371377,0.24794699464525496,0.5363372095993587,0.4994808988911765,0.5128218446459089
