phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20
1,1,0.34604037266511184,0.3495246668656667,0.5285218258698782,0.5734126965204874,0.597470243771871
1,2,0.3456177849035997,0.34946133693059284,0.5285218258698782,0.5734126965204874,0.5895337263743082
1,3,0.3455942983810718,0.34947091341018677,0.5285218258698782,0.5786210298538208,0.5895337263743082
1,4,0.3456724996750171,0.3494865695635478,0.5285218258698782,0.5786210298538208,0.5895337263743082
1,5,0.34537645945182216,0.3494525154431661,0.520585318406423,0.5786210298538208,0.5947420597076416
1,6,0.3458016514778137,0.34946924448013306,0.520585318406423,0.5786210298538208,0.5947420597076416
1,7,0.34555506247740525,0.34946800271670025,0.520585318406423,0.5734126965204874,0.5947420597076416
1,8,0.345593294272056,0.3494444092114766,0.520585318406423,0.5734126965204874,0.6026785771052042
1,9,0.3459187287550706,0.34943710764249164,0.520585318406423,0.5734126965204874,0.6026785771052042
1,10,0.34539099152271563,0.34943286577860516,0.520585318406423,0.5734126965204874,0.6026785771052042
1,11,0.3452820823742793,0.3494352698326111,0.520585318406423,0.5786210298538208,0.6026785771052042
