phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20
1,1,0.24569842633273867,0.2459965099891027,0.5453869104385376,0.523065467675527,0.4836309552192688
1,2,0.24550808469454447,0.24600161612033844,0.5453869104385376,0.5178571343421936,0.4784226218859355
1,3,0.2455277144908905,0.24599324663480124,0.550595243771871,0.5178571343421936,0.4836309552192688
1,4,0.24545951435963312,0.246051624417305,0.550595243771871,0.5126488010088602,0.4784226218859355
1,5,0.24536431580781937,0.24603200952212015,0.550595243771871,0.5126488010088602,0.4784226218859355
1,6,0.24576626304123136,0.2460468461116155,0.550595243771871,0.5178571343421936,0.4836309552192688
1,7,0.24561961988608041,0.24604621032873789,0.550595243771871,0.5178571343421936,0.4836309552192688
1,8,0.24534688476059172,0.24605021874109903,0.550595243771871,0.5178571343421936,0.4836309552192688
1,9,0.24548789941602284,0.2460763951142629,0.550595243771871,0.5178571343421936,0.4836309552192688
1,10,0.24545391566223568,0.2460501790046692,0.550595243771871,0.5178571343421936,0.4895833333333333
1,11,0.24519268092181948,0.24605103333791098,0.550595243771871,0.5178571343421936,0.4895833333333333
