phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20
1,1,0.2469086561884199,0.2476837933063507,0.4615384638309479,0.3076923191547394,0.0
1,2,0.2478028599705015,0.24753567576408386,0.4615384638309479,0.3076923191547394,0.0
1,3,0.24627995916775294,0.24742139875888824,0.4615384638309479,0.3076923191547394,0.0
1,4,0.2453576283795493,0.24733874201774597,0.4615384638309479,0.3076923191547394,0.0
1,5,0.24683373314993723,0.24729564785957336,0.4615384638309479,0.3076923191547394,0.0
1,6,0.24506251088210515,0.24728673696517944,0.4615384638309479,0.3076923191547394,0.0
1,7,0.24739496835640498,0.24722713232040405,0.4615384638309479,0.3076923191547394,0.0
1,8,0.24725780742509024,0.24716198444366455,0.4615384638309479,0.3076923191547394,0.0
1,9,0.24603705533913203,0.24712197482585907,0.4615384638309479,0.3076923191547394,0.0
1,10,0.2454142634357725,0.24708056449890137,0.4615384638309479,0.3076923191547394,0.0
1,11,0.24655451944896153,0.24704928696155548,0.4615384638309479,0.3076923191547394,0.0
1,12,0.24731160274573735,0.24700075387954712,0.4615384638309479,0.3076923191547394,0.0
1,13,0.24784727181707109,0.24696284532546997,0.4615384638309479,0.3076923191547394,0.0
1,14,0.24644953651087625,0.24693870544433594,0.4615384638309479,0.3076923191547394,0.0
1,15,0.24429007087435042,0.24691593647003174,0.4615384638309479,0.3076923191547394,0.0
1,16,0.24755925152982985,0.24688024818897247,0.4615384638309479,0.3076923191547394,0.0
1,17,0.24763262910502298,0.24686011672019958,0.4615384638309479,0.3076923191547394,0.0
1,18,0.24683105945587158,0.246855229139328,0.4615384638309479,0.3076923191547394,0.0
1,19,0.24635147196905954,0.24685414135456085,0.4615384638309479,0.3076923191547394,0.0
1,20,0.24663333807672774,0.24685603380203247,0.4615384638309479,0.3076923191547394,0.0
1,21,0.24727475430284226,0.24684585630893707,0.4615384638309479,0.3076923191547394,0.0
1,22,0.24444406160286494,0.2468423843383789,0.4615384638309479,0.3076923191547394,0.0
1,23,0.24586175169263566,0.24683870375156403,0.4615384638309479,0.3076923191547394,0.0
1,24,0.24684847678456986,0.24683329463005066,0.4615384638309479,0.3076923191547394,0.0
1,25,0.24605619481631688,0.24682608246803284,0.4615384638309479,0.3076923191547394,0.0
1,26,0.24616084141390665,0.246818408370018,0.4615384638309479,0.3076923191547394,0.0
1,27,0.2453584223985672,0.2468169927597046,0.4615384638309479,0.3076923191547394,0.0
1,28,0.24687737226486206,0.24681657552719116,0.4615384638309479,0.3076923191547394,0.0
1,29,0.2487646128450121,0.2468145787715912,0.4615384638309479,0.3076923191547394,0.0
1,30,0.24685374753815786,0.24681422114372253,0.4615384638309479,0.3076923191547394,0.0
