phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20
1,1,0.24734837727414238,0.24305796126524606,0.5922619104385376,0.6004464228947958,0.6510416666666666
1,2,0.24740170770221287,0.24347602327664694,0.5922619104385376,0.605654756228129,0.6339285771052042
1,3,0.24728548692332375,0.24389833211898804,0.5811011989911398,0.5997023781140646,0.6346726218859354
1,4,0.2471271413895819,0.24425503114859262,0.5758928656578064,0.59375,0.6235119104385376
1,5,0.24708952589167488,0.244645357131958,0.5758928656578064,0.5989583333333334,0.6294642885526022
1,6,0.24674993753433228,0.2449029485384623,0.569940467675527,0.5989583333333334,0.6294642885526022
1,7,0.246917268468274,0.24510235587755838,0.569940467675527,0.5930059552192688,0.6294642885526022
1,8,0.24687044653627607,0.24535077810287476,0.5751488010088602,0.5930059552192688,0.6346726218859354
1,9,0.24665925155083337,0.24555522203445435,0.5811011989911398,0.5877976218859354,0.628720243771871
1,10,0.2465142880876859,0.24570300181706747,0.5811011989911398,0.5877976218859354,0.6346726218859354
1,11,0.24671747452682918,0.24576653043429056,0.5751488010088602,0.5877976218859354,0.628720243771871
