phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20,gap
1,1,0.24599743740899221,0.25815248489379883,0.3076923191547394,0.6153846383094788,1.0,
1,2,0.24695007077285222,0.2584531009197235,0.3076923191547394,0.6153846383094788,1.0,
1,3,0.24681558992181504,0.2587829530239105,0.3076923191547394,0.6153846383094788,1.0,
1,4,0.2454525807074138,0.2591025233268738,0.3076923191547394,0.6153846383094788,1.0,
1,5,0.24744716925280436,0.2594948709011078,0.3076923191547394,0.6153846383094788,1.0,
1,6,0.24658196313040598,0.2597564458847046,0.3076923191547394,0.6153846383094788,1.0,
1,7,0.24635533349854605,0.25994133949279785,0.3076923191547394,0.6153846383094788,1.0,
1,8,0.24719342163630895,0.26028329133987427,0.3076923191547394,0.6153846383094788,1.0,
1,9,0.2463018979345049,0.26059797406196594,0.3076923191547394,0.6153846383094788,1.0,
1,10,0.24674913925783976,0.26077693700790405,0.3076923191547394,0.6153846383094788,1.0,
1,11,0.2476866032396044,0.26096487045288086,0.3076923191547394,0.6153846383094788,1.0,
3,1,0.24656611680984497,0.2588059902191162,0.3076923191547394,0.6153846383094788,1.0,-0.01223987340927124
3,2,0.24735145909445627,0.25925567746162415,0.3076923191547394,0.6153846383094788,1.0,-0.011904218367167874
3,3,0.2461194566317967,0.25963979959487915,0.3076923191547394,0.6153846383094788,1.0,-0.013520342963082438
3,4,0.24639750165598734,0.2600795328617096,0.3076923191547394,0.6153846383094788,1.0,-0.013682031205722256
3,5,0.24692485800811223,0.2604537904262543,0.3076923191547394,0.6153846383094788,1.0,-0.013528932418142042
3,6,0.24730123579502106,0.26098164916038513,0.3076923191547394,0.6153846383094788,1.0,-0.013680413365364075
3,7,0.24576629272529057,0.26141685247421265,0.3076923191547394,0.6153846383094788,1.0,-0.01565055974892207
3,8,0.24448247466768538,0.2617398798465729,0.3076923191547394,0.6153846383094788,1.0,-0.01725740517888749
3,9,0.24632013056959426,0.26211172342300415,0.3076923191547394,0.6153846383094788,1.0,-0.01579159285340989
