phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20,gap
1,1,0.2483393315758024,0.24016430974006653,0.692307710647583,0.7692307829856873,0.5384615659713745,
1,2,0.24728868901729584,0.24015845358371735,0.692307710647583,0.7692307829856873,0.5384615659713745,
1,3,0.24953106471470424,0.24015477299690247,0.692307710647583,0.7692307829856873,0.5384615659713745,
1,4,0.24844245186873845,0.24019980430603027,0.692307710647583,0.7692307829856873,0.5384615659713745,
1,5,0.24904936977795192,0.24022744596004486,0.692307710647583,0.7692307829856873,0.5384615659713745,
1,6,0.24855460013662065,0.24025027453899384,0.692307710647583,0.7692307829856873,0.5384615659713745,
1,7,0.2494778973715646,0.2402726709842682,0.692307710647583,0.7692307829856873,0.5384615659713745,
1,8,0.24903153947421483,0.2403351068496704,0.692307710647583,0.7692307829856873,0.5384615659713745,
1,9,0.24815801424639566,0.24038022756576538,0.692307710647583,0.7692307829856873,0.5384615659713745,
1,10,0.24729629925319127,0.24041526019573212,0.692307710647583,0.7692307829856873,0.5384615659713745,
1,11,0.2490970002753394,0.24041497707366943,0.692307710647583,0.7692307829856873,0.5384615659713745,
3,1,0.24861817061901093,0.24021895229816437,0.692307710647583,0.7692307829856873,0.5384615659713745,0.008399218320846558
3,2,0.2483444277729307,0.24025596678256989,0.692307710647583,0.7692307829856873,0.5384615659713745,0.008088460990360813
3,3,0.24925014589514052,0.24033263325691223,0.692307710647583,0.7692307829856873,0.5384615659713745,0.008917512638228292
3,4,0.2473482425723757,0.24040718376636505,0.692307710647583,0.7692307829856873,0.5384615659713745,0.006941058806010647
3,5,0.24881952788148606,0.24043187499046326,0.692307710647583,0.7692307829856873,0.5384615659713745,0.008387652891022807
3,6,0.24771192031247274,0.24042312800884247,0.692307710647583,0.7692307829856873,0.5384615659713745,0.007288792303630276
3,7,0.2476562261581421,0.24043703079223633,0.692307710647583,0.7692307829856873,0.5384615659713745,0.007219195365905762
3,8,0.24903389811515808,0.2404705435037613,0.692307710647583,0.7692307829856873,0.5384615659713745,0.00856335461139679
3,9,0.24824489227363042,0.2405339479446411,0.692307710647583,0.7692307829856873,0.5384615659713745,0.007710944328989305
