phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20,gap
1,1,0.2466859750094868,0.24284425377845764,0.6190476417541504,0.6507936716079712,0.6349206566810608,
1,2,0.24662646438394273,0.24267472326755524,0.6190476417541504,0.6507936716079712,0.6349206566810608,
1,3,0.24665936756701695,0.2424999177455902,0.6349206566810608,0.6666666865348816,0.6349206566810608,
1,4,0.24665227354992003,0.2425719052553177,0.6349206566810608,0.6666666865348816,0.6349206566810608,
1,5,0.24649494354213988,0.2425505816936493,0.6349206566810608,0.6666666865348816,0.6349206566810608,
1,6,0.2465753069236165,0.24246171116828918,0.6507936716079712,0.6666666865348816,0.6349206566810608,
1,7,0.246560819092251,0.24236594140529633,0.6507936716079712,0.6666666865348816,0.6190476417541504,
1,8,0.24652281971204848,0.24228432774543762,0.6507936716079712,0.6666666865348816,0.6349206566810608,
1,9,0.24648755185660862,0.2423948347568512,0.6507936716079712,0.6666666865348816,0.6349206566810608,
1,10,0.24645553209951945,0.24234606325626373,0.6507936716079712,0.6666666865348816,0.6190476417541504,
1,11,0.24648530923184894,0.2422478199005127,0.6507936716079712,0.6666666865348816,0.6190476417541504,
1,12,0.24655342669714064,0.2422941029071808,0.6507936716079712,0.6666666865348816,0.6190476417541504,
1,13,0.24653152979555584,0.24230436980724335,0.6507936716079712,0.6666666865348816,0.6349206566810608,
1,14,0.24657452283870607,0.24230490624904633,0.6507936716079712,0.6666666865348816,0.6349206566810608,
1,15,0.2466172558211145,0.24234549701213837,0.6507936716079712,0.6666666865348816,0.6190476417541504,
1,16,0.246543586963699,0.24225005507469177,0.6507936716079712,0.6507936716079712,0.6349206566810608,
1,17,0.24652836720148721,0.24231941998004913,0.6507936716079712,0.6507936716079712,0.6349206566810608,
1,18,0.24650935509375163,0.24232891201972961,0.6507936716079712,0.6507936716079712,0.6349206566810608,
1,19,0.24647629048143113,0.24229760468006134,0.6507936716079712,0.6507936716079712,0.6349206566810608,
1,20,0.24633680142107464,0.24227815866470337,0.6507936716079712,0.6507936716079712,0.6349206566810608,
1,21,0.246456863624709,0.2422969937324524,0.6507936716079712,0.6507936716079712,0.6349206566810608,
3,1,0.24655448148647943,0.2422019988298416,0.6507936716079712,0.6507936716079712,0.6190476417541504,0.004352482656637818
3,2,0.24654055351302737,0.2423938363790512,0.6507936716079712,0.6507936716079712,0.6349206566810608,0.004146717133976158
3,3,0.2464805170893669,0.24228739738464355,0.6507936716079712,0.6507936716079712,0.6190476417541504,0.004193119704723358
3,4,0.24654861255770638,0.2423793077468872,0.6507936716079712,0.6666666865348816,0.6349206566810608,0.004169304810819174
3,5,0.24641537914673486,0.24243439733982086,0.6507936716079712,0.6666666865348816,0.6349206566810608,0.003980981806914002
3,6,0.24661503306456975,0.2421945035457611,0.6507936716079712,0.6507936716079712,0.6190476417541504,0.004420529518808641
3,7,0.24632485601164045,0.24220113456249237,0.6507936716079712,0.6507936716079712,0.6349206566810608,0.004123721449148077
3,8,0.24643114102738245,0.24220354855060577,0.6507936716079712,0.6666666865348816,0.6349206566810608,0.004227592476776676
3,9,0.24641830757969901,0.24208979308605194,0.6507936716079712,0.6507936716079712,0.6190476417541504,0.004328514493647073
3,10,0.24633719275395075,0.2421495020389557,0.6507936716079712,0.6507936716079712,0.6349206566810608,0.004187690714995057
3,11,0.24646219611167908,0.24217472970485687,0.6507936716079712,0.6507936716079712,0.6349206566810608,0.004287466406822205
3,12,0.24660303692022958,0.24211303889751434,0.6507936716079712,0.6507936716079712,0.6349206566810608,0.004489998022715241
3,13,0.2467218782930147,0.24216942489147186,0.6507936716079712,0.6507936716079712,0.6349206566810608,0.004552453401542839
3,14,0.24632870938096726,0.24213294684886932,0.6507936716079712,0.6507936716079712,0.6349206566810608,0.004195762532097941
3,15,0.24629844086510794,0.2421741634607315,0.6507936716079712,0.6507936716079712,0.6349206566810608,0.004124277404376431
3,16,0.24664819134133203,0.2421720176935196,0.6507936716079712,0.6507936716079712,0.6349206566810608,0.0044761736478124425
3,17,0.2464346775696391,0.24218210577964783,0.6507936716079712,0.6507936716079712,0.6349206566810608,0.004252571789991277
