phase,epoch,train_loss,val_loss,acc_h1,acc_h5,acc_h20,gap
1,1,0.2469366810151509,0.24834446609020233,0.6153846383094788,0.692307710647583,1.0,
1,2,0.24625200033187866,0.24835821986198425,0.6153846383094788,0.692307710647583,1.0,
1,3,0.2471209956066949,0.24834561347961426,0.6153846383094788,0.692307710647583,1.0,
1,4,0.24656182314668382,0.2483123540878296,0.6153846383094788,0.692307710647583,1.0,
1,5,0.24784704617091588,0.2483016550540924,0.6153846383094788,0.692307710647583,1.0,
1,6,0.24824232288769313,0.2482849806547165,0.6153846383094788,0.692307710647583,1.0,
1,7,0.24825437579836165,0.248274564743042,0.6153846383094788,0.692307710647583,1.0,
1,8,0.24612662196159363,0.24824461340904236,0.6153846383094788,0.692307710647583,1.0,
1,9,0.24776065349578857,0.248226597905159,0.6153846383094788,0.692307710647583,1.0,
1,10,0.24689242243766785,0.2482134997844696,0.6153846383094788,0.692307710647583,1.0,
1,11,0.2474976692880903,0.24821600317955017,0.6153846383094788,0.692307710647583,1.0,
1,12,0.2472938277891704,0.2482239454984665,0.6153846383094788,0.692307710647583,1.0,
1,13,0.2480563861983163,0.24822992086410522,0.6153846383094788,0.692307710647583,1.0,
1,14,0.24614853944097245,0.24823614954948425,0.6153846383094788,0.692307710647583,1.0,
1,15,0.2465653760092599,0.24823933839797974,0.6153846383094788,0.692307710647583,1.0,
1,16,0.24808003859860556,0.24823376536369324,0.6153846383094788,0.692307710647583,1.0,
1,17,0.24781216042382376,0.24824538826942444,0.6153846383094788,0.692307710647583,1.0,
1,18,0.24756507575511932,0.24825412034988403,0.6153846383094788,0.692307710647583,1.0,
1,19,0.24684315281254904,0.2482607513666153,0.6153846383094788,0.692307710647583,1.0,
3,1,0.24801608281476156,0.2482745349407196,0.6153846383094788,0.692307710647583,1.0,-0.0002584521259580419
3,2,0.24602005524294718,0.2482697069644928,0.6153846383094788,0.692307710647583,1.0,-0.00224965172154562
3,3,0.2470425580229078,0.24824966490268707,0.6153846383094788,0.692307710647583,1.0,-0.0012071068797792628
3,4,0.24765694354261672,0.24825666844844818,0.6153846383094788,0.692307710647583,1.0,-0.0005997249058314613
3,5,0.24654709228447505,0.24824948608875275,0.6153846383094788,0.692307710647583,1.0,-0.0017023938042776965
3,6,0.24702297151088715,0.248257115483284,0.6153846383094788,0.692307710647583,1.0,-0.0012341439723968506
3,7,0.2467290801661355,0.24828973412513733,0.6153846383094788,0.692307710647583,1.0,-0.0015606539590018176
3,8,0.24699416969503676,0.24829119443893433,0.6153846383094788,0.692307710647583,1.0,-0.0012970247438975624
3,9,0.2460936882666179,0.24829421937465668,0.6153846383094788,0.692307710647583,1.0,-0.002200531108038778
