fold,epoch,lr,train_loss,train_bce,train_huber,train_grad_norm,train_acc_h1,train_acc_h5,train_acc_h20,train_mean_acc,val_loss,val_bce,val_huber,val_grad_norm,val_acc_h1,val_acc_h5,val_acc_h20,val_mean_acc,gap
2,1,0.00011999999999999999,0.24834104512192776,0.4892297775849052,0.007452312993011685,0.01871232020529212,0.5257410093206139,0.5197219978208127,0.5083569473258539,0.5179399848224269,0.24716495629400015,0.48734792368486524,0.006981990874919575,0.0,0.5450689410790801,0.5405447827652097,0.52239990234375,0.5360045420626799,0.0011760888279276072
2,2,0.00023999999999999998,0.2478105058344666,0.4882174181765404,0.007403594250498331,0.016508685355187184,0.5412739505226486,0.525155250289014,0.5150081297193748,0.5271457768436791,0.24710415699519217,0.4872410409152508,0.0069672713143518195,0.0,0.5413649789988995,0.5344278970733285,0.5213489350862801,0.5323806037195027,0.0007063488392744233
2,3,0.0002929145243318902,0.24747741031617934,0.48754099313763605,0.007413829487842926,0.01506886870942218,0.5450394347957943,0.5294302454317249,0.5175967407975219,0.5306888070083471,0.24692504783160985,0.4868935658596456,0.006956530822208151,0.0,0.5446759909391403,0.5405314126983285,0.5222912020981312,0.5358328685785333,0.0005523624845694963
2,4,0.00028747900508520455,0.24728868016298267,0.48719402773368764,0.007383331105310992,0.013913037274527737,0.5493608418006252,0.5307307987685365,0.522583214989031,0.5342249518527309,0.24699933547526598,0.48704449785873294,0.00695417050155811,0.0,0.5463925320655107,0.5407354449853301,0.5242728097364306,0.5371335955957571,0.0002893446877166861
2,5,0.00028059201813579134,0.24703769486595467,0.48666759202445764,0.007407797630966286,0.014086544269623892,0.5541170416534811,0.5326115008137652,0.5243649730359875,0.5370311718344113,0.24684823513962328,0.48674436286091805,0.006952106872631703,0.0,0.5445614773780107,0.5458147320896387,0.5255871005356312,0.5386544366677603,0.00018945972633138686
2,6,0.0002723290187538629,0.24701580887543406,0.4866372559957458,0.00739436213305031,0.014345170707320389,0.5540101922652572,0.5327285505867235,0.5260931787571469,0.5376106405363759,0.2466002197470516,0.4862559149041772,0.006944522014237009,0.0,0.5493966238573194,0.5441266745328903,0.5299281529150903,0.5411504837684333,0.0004155891283824653
2,7,0.0002627805380897916,0.24672416809964295,0.48605266515759454,0.007395670254341358,0.016013219203476026,0.5564547224321227,0.5367143637892129,0.5242430779381074,0.5391373880531476,0.24700910039246082,0.487063632812351,0.0069545730293612,0.0,0.5489007858559489,0.5406343005597591,0.5261172340251505,0.5385507734802862,-0.0002849322928178688
2,8,0.00025205119129588087,0.24637749118073551,0.4853962620963221,0.007358720170666918,0.017497534089798223,0.5624948997716397,0.5407840754962774,0.5238600522999602,0.5423796758559591,0.2468341807834804,0.48671602783724666,0.006952333882509265,0.0,0.5457060318440199,0.5445672897621989,0.5244559152051806,0.5382430789371332,-0.0004566896027448919
2,9,0.00024025853134086505,0.24639306735733282,0.48542029335015063,0.007365840398324068,0.0189887301137014,0.5626451008849673,0.5408014162727024,0.5248201666534811,0.5427555612703836,0.24716009618714452,0.48736236337572336,0.006957828103622887,0.0,0.5462820874527097,0.5393450055271387,0.5257300967350602,0.5371190632383028,-0.0007670288298116945
2,10,0.00021057898641297943,0.24589334701858281,0.48441308333677946,0.007373609917535298,0.021142197331944525,0.5696091811726058,0.5438758221225463,0.5257055628414892,0.5463968553788804,0.2472280957736075,0.4874900043942034,0.006966186287172604,0.0,0.5420782184228301,0.5411092126742005,0.5319481259211898,0.5383785190060735,-0.0013347487550246784
2,11,0.0001686789807573903,0.24585052651627629,0.4843352018059164,0.007365850866704747,0.023088157507658438,0.5693717665142484,0.5438332353957034,0.5300598662832509,0.5477549560644008,0.24759585550054908,0.4882136834785342,0.006978027653531171,0.0,0.5393048971891403,0.5391351608559489,0.5285702664405107,0.5356701081618667,-0.0017453289842727926
2,12,0.00012909638626439684,0.2454221396198595,0.4835175030329377,0.00732677651497261,0.0260475295762293,0.5750322333280591,0.5470099005722193,0.5268204685858482,0.5496208674953755,0.2481068866327405,0.4892366426065564,0.00697712702822173,0.0,0.5401175366714597,0.5357782272621989,0.5317859468050301,0.5358939035795629,-0.002684747012880989
2,13,8.736368158729498e-05,0.24528840256198017,0.4832460987539107,0.007330707815399276,0.02848054327358658,0.5752107406008071,0.5464532127702869,0.528022842850662,0.5498955987405854,0.248272247845307,0.4895513625815511,0.0069931325924699195,0.0,0.5315743582323194,0.5290184384211898,0.5305710565298796,0.5303879510611296,-0.002983845283326819
2,14,5e-05,0.2449306512368474,0.4825275979468212,0.007333704472883888,0.03143284715496111,0.579947304610469,0.5473880809574312,0.5317857769376414,0.5530403875018473,0.24807025748305023,0.4891592049971223,0.006981316837482154,0.0,0.5420497348532081,0.5275727771222591,0.5329456147737801,0.5341893755830824,-0.003139606246202825
2,15,5e-05,0.2442470762680694,0.4811842389008849,0.007309912661189475,0.034767680018600346,0.5867415479415856,0.5548499416613925,0.5338467713715374,0.5584794203248385,0.24757152772508562,0.488171829842031,0.006971224167500623,0.0,0.5492251440882683,0.5331746423617005,0.5324021112173796,0.5382672992224494,-0.0033244514570162087
2,16,5e-05,0.24425780172077355,0.4811862728733947,0.007329329389376917,0.03712576849539067,0.5859025636156976,0.5536098258506849,0.5328662562485479,0.5574595485716435,0.24814100749790668,0.48929573921486735,0.00698627869860502,0.0,0.5434134351089597,0.5300141833722591,0.531900460831821,0.5351093597710133,-0.0038832057771331363
2,17,5e-05,0.2439425994736561,0.48060245696761184,0.007282741368941711,0.03981568388514905,0.5873846842183007,0.556405250289014,0.5335904857962603,0.5591268067678583,0.24827255913987756,0.4895576029084623,0.006987512337218504,0.0,0.5468523297458887,0.5322858542203903,0.53131103515625,0.5368164063741764,-0.004329959666221461
2,18,5e-05,0.24360836552824952,0.47990416170318345,0.007312568482731419,0.04178688535691747,0.5931828567659222,0.5558980346301904,0.5335274982279625,0.560869463208025,0.24836691841483116,0.48974723229184747,0.0069866080084466375,0.0,0.5459083197638392,0.5311872214078903,0.5320911225862801,0.5363955545860032,-0.004758552886581641
2,19,5e-05,0.24365501429723657,0.48000760506028717,0.007302424186561706,0.043987376552417086,0.5903685614826598,0.5557973054440125,0.5347273224505825,0.5602977297924183,0.24813795904628932,0.48929487401619554,0.006981046259170398,0.0,0.5412446521222591,0.5257684616371989,0.5311622256413102,0.5327251131335894,-0.004482944749052753
2,20,5e-05,0.2431416496058593,0.4790102083613907,0.00727309118438926,0.0454387995481923,0.5945736837847797,0.5583229289538618,0.5372473356372492,0.5633813161252968,0.24850265588611364,0.4900179407559335,0.006987375883909408,0.0,0.5444184802472591,0.5289556598290801,0.5288504464551806,0.5340748621771733,-0.005361006280254349
2,21,5e-05,0.2427065746795728,0.47811852913835773,0.007294619623526643,0.049925023293941495,0.5979311512288265,0.55931823466711,0.5332123054110486,0.5634872304356616,0.24902863963507116,0.49105576565489173,0.007001507990935352,0.0,0.5428850445896387,0.5293561667203903,0.52783203125,0.5333577475200096,-0.006322064955498363
