78887i8p2026-04-02 04:26:17,234  INFO      Stage 5 Training Loop — Start
2026-04-03 02:47:34,816  INFO      Epoch  16 | TrainLoss 0.0893 (BCE 0.1713 Huber 0.0074) | ValLoss 0.0899 (BCE 0.1728 Huber 0.0070) | Gap -0.0006 | ValAcc H1=0.537 H5=0.542 H20=0.528 | LR 1.40e-04 | GradNorm 0.006
2026-04-03 02:53:31,277  INFO      Epoch  17 | TrainLoss 0.0892 (BCE 0.1711 Huber 0.0074) | ValLoss 0.0898 (BCE 0.1726 Huber 0.0070) | Gap -0.0005 | ValAcc H1=0.547 H5=0.539 H20=0.533 | LR 1.25e-04 | GradNorm 0.007
2026-04-03 02:59:28,430  INFO      Epoch  18 | TrainLoss 0.0892 (BCE 0.1710 Huber 0.0074) | ValLoss 0.0897 (BCE 0.1724 Huber 0.0070) | Gap -0.0005 | ValAcc H1=0.546 H5=0.536 H20=0.532 | LR 1.10e-04 | GradNorm 0.007
2026-04-03 03:05:26,103  INFO      Epoch  19 | TrainLoss 0.0890 (BCE 0.1707 Huber 0.0074) | ValLoss 0.0898 (BCE 0.1726 Huber 0.0070) | Gap -0.0007 | ValAcc H1=0.544 H5=0.539 H20=0.529 | LR 9.61e-05 | GradNorm 0.008
2026-04-03 03:11:23,887  INFO      Epoch  20 | TrainLoss 0.0890 (BCE 0.1707 Huber 0.0074) | ValLoss 0.0898 (BCE 0.1726 Huber 0.0070) | Gap -0.0007 | ValAcc H1=0.546 H5=0.540 H20=0.532 | LR 8.25e-05 | GradNorm 0.008
2026-04-03 03:17:21,841  INFO      Epoch  21 | TrainLoss 0.0889 (BCE 0.1706 Huber 0.0073) | ValLoss 0.0896 (BCE 0.1723 Huber 0.0070) | Gap -0.0007 | ValAcc H1=0.544 H5=0.541 H20=0.533 | LR 6.98e-05 | GradNorm 0.009
2026-04-03 03:23:20,384  INFO      Epoch  22 | TrainLoss 0.0889 (BCE 0.1704 Huber 0.0074) | ValLoss 0.0899 (BCE 0.1727 Huber 0.0070) | Gap -0.0010 | ValAcc H1=0.548 H5=0.541 H20=0.529 | LR 5.80e-05 | GradNorm 0.009
2026-04-03 03:29:18,450  INFO      Epoch  23 | TrainLoss 0.0887 (BCE 0.1702 Huber 0.0073) | ValLoss 0.0899 (BCE 0.1728 Huber 0.0070) | Gap -0.0011 | ValAcc H1=0.548 H5=0.541 H20=0.533 | LR 4.73e-05 | GradNorm 0.009
2026-04-03 03:35:16,755  INFO      Epoch  24 | TrainLoss 0.0887 (BCE 0.1702 Huber 0.0073) | ValLoss 0.0899 (BCE 0.1728 Huber 0.0070) | Gap -0.0011 | ValAcc H1=0.547 H5=0.540 H20=0.532 | LR 3.77e-05 | GradNorm 0.010
2026-04-03 03:41:15,286  INFO      Epoch  25 | TrainLoss 0.0888 (BCE 0.1702 Huber 0.0073) | ValLoss 0.0898 (BCE 0.1727 Huber 0.0070) | Gap -0.0010 | ValAcc H1=0.546 H5=0.542 H20=0.531 | LR 2.94e-05 | GradNorm 0.010
2026-04-03 03:46:48,857  INFO      Epoch  26 | TrainLoss 0.0886 (BCE 0.1699 Huber 0.0073) | ValLoss 0.0899 (BCE 0.1728 Huber 0.0070) | Gap -0.0013 | ValAcc H1=0.547 H5=0.541 H20=0.532 | LR 2.26e-05 | GradNorm 0.010
2026-04-03 03:52:22,687  INFO      Epoch  27 | TrainLoss 0.0887 (BCE 0.1701 Huber 0.0073) | ValLoss 0.0898 (BCE 0.1727 Huber 0.0070) | Gap -0.0011 | ValAcc H1=0.546 H5=0.542 H20=0.530 | LR 1.71e-05 | GradNorm 0.010
2026-04-03 03:57:55,775  INFO      Epoch  28 | TrainLoss 0.0886 (BCE 0.1698 Huber 0.0073) | ValLoss 0.0899 (BCE 0.1729 Huber 0.0070) | Gap -0.0014 | ValAcc H1=0.544 H5=0.536 H20=0.532 | LR 1.32e-05 | GradNorm 0.011
2026-04-03 04:03:29,337  INFO      Epoch  29 | TrainLoss 0.0886 (BCE 0.1699 Huber 0.0073) | ValLoss 0.0899 (BCE 0.1728 Huber 0.0070) | Gap -0.0013 | ValAcc H1=0.547 H5=0.540 H20=0.533 | LR 1.08e-05 | GradNorm 0.011
2026-04-03 04:09:01,889  INFO      Epoch  30 | TrainLoss 0.0886 (BCE 0.1698 Huber 0.0073) | ValLoss 0.0899 (BCE 0.1727 Huber 0.0070) | Gap -0.0013 | ValAcc H1=0.547 H5=0.541 H20=0.529 | LR 1.00e-05 | GradNorm 0.011
2026-04-03 04:14:35,990  INFO      Epoch  31 | TrainLoss 0.0889 (BCE 0.1705 Huber 0.0073) | ValLoss 0.0898 (BCE 0.1727 Huber 0.0070) | Gap -0.0009 | ValAcc H1=0.545 H5=0.543 H20=0.528 | LR 3.00e-04 | GradNorm 0.010
2026-04-03 04:20:08,246  INFO      Epoch  32 | TrainLoss 0.0889 (BCE 0.1705 Huber 0.0074) | ValLoss 0.0901 (BCE 0.1731 Huber 0.0070) | Gap -0.0011 | ValAcc H1=0.544 H5=0.536 H20=0.530 | LR 2.99e-04 | GradNorm 0.009
2026-04-03 04:20:08,246  INFO        Early stopping at epoch 32 (no improvement for 20 epochs).
2026-04-03 04:20:08,256  INFO        Restored best weights (val_loss=0.0894  H1=0.551 H5=0.547 H20=0.532)
2026-04-03 04:20:08,257  INFO        SWA did not start (training ended before epoch 150)
2026-04-03 04:20:08,259  INFO        Restored best weights (val_loss=0.0894  H1=0.551 H5=0.547 H20=0.532)
2026-04-03 04:20:08,309  INFO        Saved checkpoint: models/base/checkpoint_fold_2.pt
2026-04-03 04:20:08,396  INFO        Saved metrics   : logs/training/fold_2_metrics.csv
2026-04-03 04:20:08,556  INFO      ============================================================
2026-04-03 04:20:08,557  INFO      FOLD 3 — Training
2026-04-03 04:20:08,662  INFO      Loading datasets...
2026-04-03 04:20:10,192  INFO          Index built: 102600 samples from 104 files
2026-04-03 04:20:26,155  INFO          Index built: 23431 samples from 144 files
2026-04-03 04:20:26,156  INFO        Train samples: 102600  Val samples: 23431
2026-04-03 04:20:26,220  INFO      Starting training — max 200 epochs, patience 20
2026-04-03 04:26:18,754  INFO      Epoch   1 | TrainLoss 0.0908 (BCE 0.1742 Huber 0.0075) | ValLoss 0.0899 (BCE 0.1726 Huber 0.0071) | Gap 0.0010 | ValAcc H1=0.537 H5=0.532 H20=0.519 | LR 3.00e-05 | GradNorm 0.010
2026-04-03 04:32:09,246  INFO      Epoch   2 | TrainLoss 0.0901 (BCE 0.1728 Huber 0.0074) | ValLoss 0.0897 (BCE 0.1724 Huber 0.0071) | Gap 0.0004 | ValAcc H1=0.543 H5=0.537 H20=0.526 | LR 6.00e-05 | GradNorm 0.006
2026-04-03 04:37:58,562  INFO      Epoch   3 | TrainLoss 0.0900 (BCE 0.1726 Huber 0.0074) | ValLoss 0.0897 (BCE 0.1722 Huber 0.0071) | Gap 0.0003 | ValAcc H1=0.544 H5=0.540 H20=0.532 | LR 9.00e-05 | GradNorm 0.006
2026-04-03 04:43:47,550  INFO      Epoch   4 | TrainLoss 0.0899 (BCE 0.1725 Huber 0.0074) | ValLoss 0.0896 (BCE 0.1722 Huber 0.0071) | Gap 0.0003 | ValAcc H1=0.545 H5=0.542 H20=0.529 | LR 1.20e-04 | GradNorm 0.005
2026-04-03 04:49:36,709  INFO      Epoch   5 | TrainLoss 0.0899 (BCE 0.1725 Huber 0.0074) | ValLoss 0.0896 (BCE 0.1722 Huber 0.0070) | Gap 0.0003 | ValAcc H1=0.544 H5=0.539 H20=0.525 | LR 1.50e-04 | GradNorm 0.005
2026-04-03 04:55:24,814  INFO      Epoch   6 | TrainLoss 0.0899 (BCE 0.1724 Huber 0.0074) | ValLoss 0.0896 (BCE 0.1721 Huber 0.0070) | Gap 0.0003 | ValAcc H1=0.547 H5=0.546 H20=0.531 | LR 1.80e-04 | GradNorm 0.005
2026-04-03 05:01:11,221  INFO      Epoch   7 | TrainLoss 0.0898 (BCE 0.1723 Huber 0.0074) | ValLoss 0.0896 (BCE 0.1722 Huber 0.0070) | Gap 0.0002 | ValAcc H1=0.546 H5=0.542 H20=0.526 | LR 2.10e-04 | GradNorm 0.004
2026-04-03 05:06:56,199  INFO      Epoch   8 | TrainLoss 0.0898 (BCE 0.1722 Huber 0.0074) | ValLoss 0.0896 (BCE 0.1721 Huber 0.0070) | Gap 0.0002 | ValAcc H1=0.547 H5=0.546 H20=0.522 | LR 2.40e-04 | GradNorm 0.004
2026-04-03 05:12:40,905  INFO      Epoch   9 | TrainLoss 0.0898 (BCE 0.1721 Huber 0.0074) | ValLoss 0.0897 (BCE 0.1724 Huber 0.0071) | Gap 0.0000 | ValAcc H1=0.543 H5=0.543 H20=0.529 | LR 2.70e-04 | GradNorm 0.004
2026-04-03 05:18:24,629  INFO      Epoch  10 | TrainLoss 0.0897 (BCE 0.1721 Huber 0.0074) | ValLoss 0.0897 (BCE 0.1724 Huber 0.0071) | Gap -0.0000 | ValAcc H1=0.545 H5=0.531 H20=0.530 | LR 3.00e-04 | GradNorm 0.004
2026-04-03 05:24:07,258  INFO      Epoch  11 | TrainLoss 0.0897 (BCE 0.1720 Huber 0.0074) | ValLoss 0.0895 (BCE 0.1720 Huber 0.0070) | Gap 0.0001 | ValAcc H1=0.550 H5=0.550 H20=0.532 | LR 2.14e-04 | GradNorm 0.004
2026-04-03 05:29:51,660  INFO      Epoch  12 | TrainLoss 0.0896 (BCE 0.1718 Huber 0.0074) | ValLoss 0.0895 (BCE 0.1721 Huber 0.0070) | Gap 0.0000 | ValAcc H1=0.548 H5=0.544 H20=0.532 | LR 2.00e-04 | GradNorm 0.005
2026-04-03 05:35:36,533  INFO      Epoch  13 | TrainLoss 0.0896 (BCE 0.1718 Huber 0.0073) | ValLoss 0.0897 (BCE 0.1723 Huber 0.0070) | Gap -0.0001 | ValAcc H1=0.544 H5=0.548 H20=0.528 | LR 1.85e-04 | GradNorm 0.005
2026-04-03 05:41:22,198  INFO      Epoch  14 | TrainLoss 0.0895 (BCE 0.1716 Huber 0.0074) | ValLoss 0.0896 (BCE 0.1722 Huber 0.0070) | Gap -0.0001 | ValAcc H1=0.547 H5=0.548 H20=0.533 | LR 1.70e-04 | GradNorm 0.005
2026-04-03 05:47:07,870  INFO      Epoch  15 | TrainLoss 0.0894 (BCE 0.1714 Huber 0.0074) | ValLoss 0.0897 (BCE 0.1724 Huber 0.0071) | Gap -0.0004 | ValAcc H1=0.550 H5=0.547 H20=0.529 | LR 1.55e-04 | GradNorm 0.005
2026-04-03 05:52:53,535  INFO      Epoch  16 | TrainLoss 0.0894 (BCE 0.1714 Huber 0.0073) | ValLoss 0.0896 (BCE 0.1722 Huber 0.0070) | Gap -0.0002 | ValAcc H1=0.545 H5=0.546 H20=0.529 | LR 1.40e-04 | GradNorm 0.006
2026-04-03 05:58:40,573  INFO      Epoch  17 | TrainLoss 0.0892 (BCE 0.1711 Huber 0.0073) | ValLoss 0.0897 (BCE 0.1724 Huber 0.0071) | Gap -0.0005 | ValAcc H1=0.545 H5=0.550 H20=0.530 | LR 1.25e-04 | GradNorm 0.006
2026-04-03 06:04:27,996  INFO      Epoch  18 | TrainLoss 0.0892 (BCE 0.1711 Huber 0.0073) | ValLoss 0.0897 (BCE 0.1723 Huber 0.0071) | Gap -0.0005 | ValAcc H1=0.546 H5=0.545 H20=0.532 | LR 1.10e-04 | GradNorm 0.007
2026-04-03 06:10:14,772  INFO      Epoch  19 | TrainLoss 0.0891 (BCE 0.1709 Huber 0.0073) | ValLoss 0.0896 (BCE 0.1722 Huber 0.0070) | Gap -0.0005 | ValAcc H1=0.549 H5=0.549 H20=0.531 | LR 9.61e-05 | GradNorm 0.007
2026-04-03 06:16:02,095  INFO      Epoch  20 | TrainLoss 0.0890 (BCE 0.1707 Huber 0.0073) | ValLoss 0.0898 (BCE 0.1725 Huber 0.0071) | Gap -0.0007 | ValAcc H1=0.548 H5=0.546 H20=0.531 | LR 8.25e-05 | GradNorm 0.008
2026-04-03 06:21:49,186  INFO      Epoch  21 | TrainLoss 0.0889 (BCE 0.1704 Huber 0.0073) | ValLoss 0.0898 (BCE 0.1725 Huber 0.0071) | Gap -0.0009 | ValAcc H1=0.549 H5=0.544 H20=0.533 | LR 6.98e-05 | GradNorm 0.008
2026-04-03 06:27:36,579  INFO      Epoch  22 | TrainLoss 0.0889 (BCE 0.1705 Huber 0.0073) | ValLoss 0.0897 (BCE 0.1723 Huber 0.0071) | Gap -0.0008 | ValAcc H1=0.547 H5=0.542 H20=0.531 | LR 5.80e-05 | GradNorm 0.009
2026-04-03 06:33:23,762  INFO      Epoch  23 | TrainLoss 0.0888 (BCE 0.1702 Huber 0.0073) | ValLoss 0.0899 (BCE 0.1726 Huber 0.0071) | Gap -0.0011 | ValAcc H1=0.548 H5=0.545 H20=0.535 | LR 4.73e-05 | GradNorm 0.010
2026-04-03 06:39:10,788  INFO      Epoch  24 | TrainLoss 0.0887 (BCE 0.1702 Huber 0.0073) | ValLoss 0.0898 (BCE 0.1725 Huber 0.0071) | Gap -0.0011 | ValAcc H1=0.547 H5=0.544 H20=0.532 | LR 3.77e-05 | GradNorm 0.010
2026-04-03 06:39:10,788  INFO        Early stopping at epoch 24 (no improvement for 20 epochs).
2026-04-03 06:39:10,789  INFO        Restored best weights (val_loss=0.0896  H1=0.545 H5=0.542 H20=0.529)
2026-04-03 06:39:10,789  INFO        SWA did not start (training ended before epoch 150)
2026-04-03 06:39:10,790  INFO        Restored best weights (val_loss=0.0896  H1=0.545 H5=0.542 H20=0.529)
2026-04-03 06:39:10,794  INFO        Saved checkpoint: models/base/checkpoint_fold_3.pt
2026-04-03 06:39:10,797  INFO        Saved metrics   : logs/training/fold_3_metrics.csv
2026-04-03 06:39:10,840  INFO      ============================================================
2026-04-03 06:39:10,840  INFO      Training complete. Cross-fold summary:
2026-04-03 06:39:10,840  INFO        Fold 1: best_val_loss=0.0905  best_val_acc H1=0.533 H5=0.530 H20=0.517  epochs=24
2026-04-03 06:39:10,840  INFO        Fold 2: best_val_loss=0.0894  best_val_acc H1=0.551 H5=0.547 H20=0.532  epochs=32
2026-04-03 06:39:10,840  INFO        Fold 3: best_val_loss=0.0896  best_val_acc H1=0.545 H5=0.542 H20=0.529  epochs=24
2026-04-03 06:39:10,842  INFO        Mean val loss : 0.0898 ± 0.0004
2026-04-03 06:39:10,842  INFO        Mean val acc  : 0.302 ± 0.003
2026-04-03 06:39:10,847  INFO        Base checkpoint saved: models/base/checkpoint_base_v1.pt  (from fold 2)
2026-04-03 06:39:10,847  INFO      Stage 5 complete.
2026-04-03 06:39:10,847  INFO      Next step: run evaluation.py (Stage 7) on the test splits.
2026-04-03 22:54:08,016  INFO      Stage 5 Training Loop — Start
2026-04-03 22:54:08,041  INFO      Device : cpu
2026-04-03 22:54:08,041  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=20
2026-04-03 22:54:08,042  INFO      Folds to train: [1, 2, 3]
2026-04-03 22:54:08,042  INFO      ============================================================
2026-04-03 22:54:08,042  INFO      FOLD 1 — Training
2026-04-03 22:54:08,149  INFO      Loading datasets...
2026-04-03 22:54:46,842  INFO          Index built: 94067 samples from 104 files
2026-04-03 22:54:52,975  INFO          Index built: 15466 samples from 104 files
2026-04-03 22:54:52,975  INFO        Train samples: 94067  Val samples: 15466
2026-04-03 22:55:03,518  INFO      Starting training — max 200 epochs, patience 20
2026-04-03 23:00:48,126  INFO      Epoch   1 | TrainLoss 0.2488 (BCE 0.4903 Huber 0.0074) | ValLoss 0.2487 (BCE 0.4894 Huber 0.0081) | Gap 0.0001 | ValAcc H1=0.529 H5=0.520 H20=0.515 | LR 3.00e-05 | GradNorm 0.021
2026-04-03 23:06:38,545  INFO      Epoch   2 | TrainLoss 0.2478 (BCE 0.4883 Huber 0.0073) | ValLoss 0.2486 (BCE 0.4892 Huber 0.0080) | Gap -0.0008 | ValAcc H1=0.532 H5=0.519 H20=0.515 | LR 6.00e-05 | GradNorm 0.020
2026-04-03 23:12:23,311  INFO      Epoch   3 | TrainLoss 0.2474 (BCE 0.4875 Huber 0.0073) | ValLoss 0.2487 (BCE 0.4893 Huber 0.0080) | Gap -0.0012 | ValAcc H1=0.534 H5=0.528 H20=0.515 | LR 9.00e-05 | GradNorm 0.020
2026-04-03 23:18:11,518  INFO      Epoch   4 | TrainLoss 0.2475 (BCE 0.4876 Huber 0.0073) | ValLoss 0.2487 (BCE 0.4893 Huber 0.0080) | Gap -0.0012 | ValAcc H1=0.534 H5=0.528 H20=0.516 | LR 1.20e-04 | GradNorm 0.020
2026-04-03 23:23:56,072  INFO      Epoch   5 | TrainLoss 0.2473 (BCE 0.4872 Huber 0.0073) | ValLoss 0.2486 (BCE 0.4892 Huber 0.0080) | Gap -0.0014 | ValAcc H1=0.532 H5=0.531 H20=0.516 | LR 1.50e-04 | GradNorm 0.018
2026-04-03 23:29:38,642  INFO      Epoch   6 | TrainLoss 0.2471 (BCE 0.4869 Huber 0.0073) | ValLoss 0.2490 (BCE 0.4899 Huber 0.0080) | Gap -0.0019 | ValAcc H1=0.532 H5=0.529 H20=0.522 | LR 1.80e-04 | GradNorm 0.019
2026-04-03 23:35:19,979  INFO      Epoch   7 | TrainLoss 0.2470 (BCE 0.4867 Huber 0.0073) | ValLoss 0.2487 (BCE 0.4894 Huber 0.0080) | Gap -0.0018 | ValAcc H1=0.535 H5=0.531 H20=0.522 | LR 2.10e-04 | GradNorm 0.019
2026-04-03 23:41:00,812  INFO      Epoch   8 | TrainLoss 0.2468 (BCE 0.4863 Huber 0.0073) | ValLoss 0.2490 (BCE 0.4900 Huber 0.0080) | Gap -0.0022 | ValAcc H1=0.529 H5=0.529 H20=0.523 | LR 2.40e-04 | GradNorm 0.018
2026-04-03 23:47:02,485  INFO      Epoch   9 | TrainLoss 0.2466 (BCE 0.4860 Huber 0.0073) | ValLoss 0.2489 (BCE 0.4897 Huber 0.0080) | Gap -0.0022 | ValAcc H1=0.533 H5=0.529 H20=0.524 | LR 2.70e-04 | GradNorm 0.019
2026-04-03 23:52:55,851  INFO      Epoch  10 | TrainLoss 0.2466 (BCE 0.4859 Huber 0.0073) | ValLoss 0.2493 (BCE 0.4906 Huber 0.0081) | Gap -0.0027 | ValAcc H1=0.532 H5=0.524 H20=0.522 | LR 3.00e-04 | GradNorm 0.018
2026-04-03 23:58:55,443  INFO      Epoch  11 | TrainLoss 0.2463 (BCE 0.4853 Huber 0.0073) | ValLoss 0.2488 (BCE 0.4895 Huber 0.0080) | Gap -0.0025 | ValAcc H1=0.530 H5=0.520 H20=0.513 | LR 2.14e-04 | GradNorm 0.020
2026-04-04 00:05:03,600  INFO      Epoch  12 | TrainLoss 0.2462 (BCE 0.4851 Huber 0.0073) | ValLoss 0.2492 (BCE 0.4903 Huber 0.0080) | Gap -0.0030 | ValAcc H1=0.532 H5=0.530 H20=0.521 | LR 2.00e-04 | GradNorm 0.021
2026-04-04 00:11:22,987  INFO      Epoch  13 | TrainLoss 0.2460 (BCE 0.4848 Huber 0.0073) | ValLoss 0.2491 (BCE 0.4902 Huber 0.0080) | Gap -0.0031 | ValAcc H1=0.527 H5=0.529 H20=0.521 | LR 1.85e-04 | GradNorm 0.022
2026-04-04 00:17:30,171  INFO      Epoch  14 | TrainLoss 0.2459 (BCE 0.4845 Huber 0.0073) | ValLoss 0.2491 (BCE 0.4901 Huber 0.0080) | Gap -0.0032 | ValAcc H1=0.533 H5=0.529 H20=0.520 | LR 1.70e-04 | GradNorm 0.024
2026-04-04 00:23:38,220  INFO      Epoch  15 | TrainLoss 0.2456 (BCE 0.4839 Huber 0.0072) | ValLoss 0.2494 (BCE 0.4907 Huber 0.0081) | Gap -0.0038 | ValAcc H1=0.533 H5=0.528 H20=0.525 | LR 1.55e-04 | GradNorm 0.027
2026-04-04 00:29:45,930  INFO      Epoch  16 | TrainLoss 0.2454 (BCE 0.4836 Huber 0.0072) | ValLoss 0.2491 (BCE 0.4902 Huber 0.0080) | Gap -0.0037 | ValAcc H1=0.534 H5=0.525 H20=0.524 | LR 1.40e-04 | GradNorm 0.029
2026-04-04 00:35:56,929  INFO      Epoch  17 | TrainLoss 0.2450 (BCE 0.4828 Huber 0.0072) | ValLoss 0.2499 (BCE 0.4918 Huber 0.0081) | Gap -0.0049 | ValAcc H1=0.525 H5=0.525 H20=0.519 | LR 1.25e-04 | GradNorm 0.032
2026-04-04 00:42:02,709  INFO      Epoch  18 | TrainLoss 0.2449 (BCE 0.4825 Huber 0.0072) | ValLoss 0.2499 (BCE 0.4917 Huber 0.0081) | Gap -0.0050 | ValAcc H1=0.532 H5=0.530 H20=0.524 | LR 1.10e-04 | GradNorm 0.033
2026-04-04 00:48:04,151  INFO      Epoch  19 | TrainLoss 0.2444 (BCE 0.4816 Huber 0.0072) | ValLoss 0.2501 (BCE 0.4921 Huber 0.0081) | Gap -0.0056 | ValAcc H1=0.531 H5=0.525 H20=0.524 | LR 9.61e-05 | GradNorm 0.036
2026-04-04 00:54:13,424  INFO      Epoch  20 | TrainLoss 0.2444 (BCE 0.4816 Huber 0.0072) | ValLoss 0.2501 (BCE 0.4921 Huber 0.0081) | Gap -0.0057 | ValAcc H1=0.535 H5=0.526 H20=0.524 | LR 8.25e-05 | GradNorm 0.040
2026-04-04 01:00:17,844  INFO      Epoch  21 | TrainLoss 0.2439 (BCE 0.4807 Huber 0.0072) | ValLoss 0.2505 (BCE 0.4930 Huber 0.0081) | Gap -0.0066 | ValAcc H1=0.529 H5=0.524 H20=0.524 | LR 6.98e-05 | GradNorm 0.042
2026-04-04 01:06:25,415  INFO      Epoch  22 | TrainLoss 0.2438 (BCE 0.4804 Huber 0.0072) | ValLoss 0.2505 (BCE 0.4930 Huber 0.0081) | Gap -0.0067 | ValAcc H1=0.528 H5=0.523 H20=0.523 | LR 5.80e-05 | GradNorm 0.043
2026-04-04 01:06:25,415  INFO        Early stopping at epoch 22 (no improvement for 20 epochs).
2026-04-04 01:06:25,475  INFO        Restored best weights (val_loss=0.2486  H1=0.532 H5=0.519 H20=0.515)
2026-04-04 01:06:25,475  INFO        SWA did not start (training ended before epoch 100)
2026-04-04 01:06:25,478  INFO        Restored best weights (val_loss=0.2486  H1=0.532 H5=0.519 H20=0.515)
2026-04-04 01:06:25,600  INFO        Saved checkpoint: models/base/checkpoint_fold_1.pt
2026-04-04 01:06:25,882  INFO        Saved metrics   : logs/training/fold_1_metrics.csv
2026-04-04 01:06:26,105  INFO      ============================================================
2026-04-04 01:06:26,106  INFO      FOLD 2 — Training
2026-04-04 01:06:26,279  INFO      Loading datasets...
2026-04-04 01:06:28,071  INFO          Index built: 99916 samples from 104 files
2026-04-04 01:06:32,974  INFO          Index built: 15428 samples from 104 files
2026-04-04 01:06:32,974  INFO        Train samples: 99916  Val samples: 15428
2026-04-04 01:06:33,136  INFO      Starting training — max 200 epochs, patience 20
2026-04-04 01:13:01,350  INFO      Epoch   1 | TrainLoss 0.2492 (BCE 0.4910 Huber 0.0075) | ValLoss 0.2472 (BCE 0.4874 Huber 0.0070) | Gap 0.0021 | ValAcc H1=0.545 H5=0.535 H20=0.515 | LR 3.00e-05 | GradNorm 0.022
2026-04-04 01:19:24,184  INFO      Epoch   2 | TrainLoss 0.2479 (BCE 0.4884 Huber 0.0075) | ValLoss 0.2471 (BCE 0.4872 Huber 0.0070) | Gap 0.0009 | ValAcc H1=0.543 H5=0.540 H20=0.515 | LR 6.00e-05 | GradNorm 0.020
2026-04-04 01:26:07,538  INFO      Stage 5 Training Loop — Start
2026-04-04 01:26:07,538  INFO      Device : cpu
2026-04-04 01:26:07,539  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=20
2026-04-04 01:26:07,539  INFO      Folds to train: [1, 2, 3]
2026-04-04 01:26:07,539  INFO      Fold 1 checkpoint already exists — skipping.
2026-04-04 01:26:07,592  INFO        Recovered from metrics CSV — H1=0.532 H5=0.519 H20=0.515
2026-04-04 01:26:07,593  INFO      ============================================================
2026-04-04 01:26:07,593  INFO      FOLD 2 — Training
2026-04-04 01:26:07,685  INFO      Loading datasets...
2026-04-04 01:26:08,735  INFO          Index built: 99916 samples from 104 files
2026-04-04 01:26:08,827  INFO          Index built: 15428 samples from 104 files
2026-04-04 01:26:08,827  INFO        Train samples: 99916  Val samples: 15428
2026-04-04 01:26:11,634  INFO      Starting training — max 200 epochs, patience 20
2026-04-04 01:26:35,440  INFO      Stage 5 Training Loop — Start
2026-04-04 01:26:35,441  INFO      Device : cpu
2026-04-04 01:26:35,441  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=20
2026-04-04 01:26:35,441  INFO      Folds to train: [1, 2, 3]
2026-04-04 01:26:35,441  INFO      ============================================================
2026-04-04 01:26:35,441  INFO      FOLD 1 — Training
2026-04-04 01:26:35,472  INFO      Loading datasets...
2026-04-04 01:26:36,647  INFO          Index built: 94067 samples from 104 files
2026-04-04 01:26:36,783  INFO          Index built: 15466 samples from 104 files
2026-04-04 01:26:36,786  INFO        Train samples: 94067  Val samples: 15466
2026-04-04 01:26:38,548  INFO      Starting training — max 200 epochs, patience 20
2026-04-04 01:32:47,442  INFO      Epoch   1 | TrainLoss 0.2487 (BCE 0.4900 Huber 0.0074) | ValLoss 0.2488 (BCE 0.4896 Huber 0.0081) | Gap -0.0002 | ValAcc H1=0.528 H5=0.518 H20=0.514 | LR 3.00e-05 | GradNorm 0.020
2026-04-04 01:38:57,264  INFO      Epoch   2 | TrainLoss 0.2478 (BCE 0.4883 Huber 0.0073) | ValLoss 0.2488 (BCE 0.4895 Huber 0.0080) | Gap -0.0009 | ValAcc H1=0.528 H5=0.523 H20=0.515 | LR 6.00e-05 | GradNorm 0.020
2026-04-04 01:45:01,361  INFO      Epoch   3 | TrainLoss 0.2476 (BCE 0.4878 Huber 0.0073) | ValLoss 0.2487 (BCE 0.4893 Huber 0.0080) | Gap -0.0011 | ValAcc H1=0.534 H5=0.524 H20=0.517 | LR 9.00e-05 | GradNorm 0.019
2026-04-04 01:50:59,752  INFO      Epoch   4 | TrainLoss 0.2473 (BCE 0.4874 Huber 0.0073) | ValLoss 0.2484 (BCE 0.4889 Huber 0.0080) | Gap -0.0011 | ValAcc H1=0.536 H5=0.527 H20=0.520 | LR 1.20e-04 | GradNorm 0.019
2026-04-04 01:57:04,372  INFO      Epoch   5 | TrainLoss 0.2472 (BCE 0.4870 Huber 0.0073) | ValLoss 0.2490 (BCE 0.4899 Huber 0.0080) | Gap -0.0018 | ValAcc H1=0.535 H5=0.530 H20=0.521 | LR 1.50e-04 | GradNorm 0.019
2026-04-04 02:03:09,026  INFO      Epoch   6 | TrainLoss 0.2471 (BCE 0.4868 Huber 0.0073) | ValLoss 0.2489 (BCE 0.4898 Huber 0.0080) | Gap -0.0018 | ValAcc H1=0.531 H5=0.531 H20=0.521 | LR 1.80e-04 | GradNorm 0.018
2026-04-04 02:09:17,600  INFO      Epoch   7 | TrainLoss 0.2468 (BCE 0.4864 Huber 0.0073) | ValLoss 0.2488 (BCE 0.4896 Huber 0.0080) | Gap -0.0020 | ValAcc H1=0.535 H5=0.531 H20=0.517 | LR 2.10e-04 | GradNorm 0.018
2026-04-04 02:15:24,314  INFO      Epoch   8 | TrainLoss 0.2468 (BCE 0.4864 Huber 0.0073) | ValLoss 0.2489 (BCE 0.4897 Huber 0.0080) | Gap -0.0020 | ValAcc H1=0.534 H5=0.528 H20=0.520 | LR 2.40e-04 | GradNorm 0.017
2026-04-04 02:21:27,677  INFO      Epoch   9 | TrainLoss 0.2466 (BCE 0.4860 Huber 0.0073) | ValLoss 0.2485 (BCE 0.4889 Huber 0.0080) | Gap -0.0018 | ValAcc H1=0.533 H5=0.530 H20=0.523 | LR 2.70e-04 | GradNorm 0.018
